Epoch,Train Loss,Train Accuracy,Train BBox MSE,Val Loss,Val Accuracy,Val BBox MSE
1,10.81686848935073,13.003569607343191,8.003704820343149,0.033937836198934486,16.458569807037456,0.033937836198934486
2,2.6236315199999307,17.14686384497705,0.038639817462582896,0.03340755083731243,16.11804767309875,0.03340755083731243
3,2.5317206673505828,19.96430392656808,0.04089410182058326,0.04499278190944876,25.198637911464246,0.04499278190944876
4,2.465923045708881,22.99847016828149,0.04250016581357979,0.03881037873881204,22.36095346197503,0.03881037873881204
5,2.4089876771942387,23.865374808771037,0.03807659056491968,0.03130036911794117,26.787741203178207,0.03130036911794117
6,2.380656374179251,24.120346761856197,0.038646766673622095,0.03325228060462645,22.587968217934165,0.03325228060462645
7,2.3514471810038495,25.45894951555329,0.036247662442728756,0.034342399931379726,29.05788876276958,0.034342399931379726
8,2.3107276428036574,26.28760836308006,0.03581256269500023,0.04000276353742395,25.53916004540295,0.04000276353742395
9,2.2517265701681617,27.52422233554309,0.03391496803823525,0.038127269462815354,24.6311010215664,0.038127269462815354
10,2.2437927848924466,28.76083630800612,0.03628087767619428,0.03268459465886865,32.46311010215664,0.03268459465886865
11,2.2270579212080173,28.90107088220296,0.03534672044338734,0.03696340761546578,27.35527809307605,0.03696340761546578
12,2.160453388361427,30.991840897501273,0.03759606653536723,0.03036644948380334,34.16572077185017,0.03036644948380334
13,2.130111112827208,31.61652218255992,0.03352175780185839,0.03229615970381668,38.47900113507378,0.03229615970381668
14,2.0933104724418827,33.337582865884755,0.03315385064579607,0.030396967461066588,32.00908059023836,0.030396967461066588
15,2.0638796730739313,34.026007139214684,0.03186223543877524,0.031675483765346665,32.46311010215664,0.031675483765346665
16,2.025510758888431,35.12238653748088,0.032873194891868567,0.029387806010033404,35.414301929625424,0.029387806010033404
17,1.9878922729957393,37.225905150433455,0.031176445596828695,0.03231748938560486,31.66855845629966,0.03231748938560486
18,1.9666497300310832,37.27689954105048,0.0309255036366422,0.02981797619057553,40.40862656072645,0.02981797619057553
19,1.9371372441935346,37.863335033146356,0.029458747010647764,0.028592209198645184,40.862656072644725,0.028592209198645184
20,1.880400664438077,39.954105048444674,0.02811107577044305,0.029542313356484686,40.52213393870601,0.029542313356484686
21,1.8501771426782376,41.114227434982155,0.027890271257336546,0.027007631824484894,43.70034052213394,0.027007631824484894
22,1.8080664902198604,42.287098419173894,0.027608468825739575,0.02696506665753467,41.20317820658343,0.02696506665753467
23,1.7786223161511305,42.72055073941866,0.02736061031559134,0.02829410202269043,42.22474460839955,0.02829410202269043
24,1.7724278864821768,44.492605813360534,0.026965382940522056,0.02881073153444699,39.727582292849036,0.02881073153444699
25,1.7281015772160475,44.79857215706272,0.027053847000366303,0.028346792395625795,42.90578887627696,0.028346792395625795
26,1.6790931156980313,46.53238143804182,0.027196022386594517,0.027389149314590862,43.70034052213394,0.027389149314590862
27,1.631596875384571,48.3299337072922,0.02718339949785694,0.02737669620130743,42.111237230419974,0.02737669620130743
28,1.4773160180425255,52.98317185109638,0.027210459143407945,0.02693302570176976,52.78093076049943,0.02693302570176976
29,1.40891613708279,55.124936257011726,0.02721497572473879,0.02724493121994393,47.78660612939841,0.02724493121994393
30,1.381385330262223,55.83885772565018,0.02716963610998014,0.027372092673821107,51.64585698070375,0.027372092673821107
31,1.330788773734395,57.712901580826106,0.027247354145941694,0.027741505365286554,52.5539160045403,0.027741505365286554
32,1.3253315585415537,58.27383987761346,0.027228516155505568,0.027987626248172352,51.64585698070375,0.027987626248172352
33,1.2879918997849875,58.873023967363594,0.02741327709177645,0.027416306281728402,49.148694665153236,0.027416306281728402
34,1.2486945095101023,60.326364099949004,0.027595527939558998,0.027874633137668883,52.667423382519864,0.027874633137668883
35,1.108942153492594,64.99235084140744,0.027284445241093636,0.02795899100601673,52.894438138479,0.02795899100601673
36,1.0435515138191906,66.75165731769505,0.02733119669544503,0.027422751300036907,56.29965947786606,0.027422751300036907
37,1.0218315240813465,68.15400305966344,0.027497961950617107,0.02791489607521466,53.802497162315554,0.02791489607521466
38,0.9904437855007203,69.47985721570628,0.02738136611878872,0.02708696387708187,56.75368898978434,0.02708696387708187
39,0.9902560424998523,69.09739928607853,0.027612762904264093,0.027253900122429644,57.548240635641314,0.027253900122429644
40,0.9306344070085665,71.43039265680775,0.027464073227067305,0.0279852052086166,58.456299659477864,0.0279852052086166
41,0.9253998636230221,71.443141254462,0.027690979387096273,0.028228976763784885,58.456299659477864,0.028228976763784885
42,0.8824073003559578,72.5395206527282,0.02771837963927083,0.027578779895390784,56.5266742338252,0.027578779895390784
43,0.8761672711953884,72.99847016828149,0.027759723213872288,0.029458338394761086,55.05107832009081,0.029458338394761086
44,0.8461427388152456,73.85262621111677,0.027624218671665927,0.027680895291268826,57.43473325766175,0.027680895291268826
45,0.8221406781576514,74.89801121876593,0.027824277815416576,0.028088349183755263,55.164585698070375,0.028088349183755263
46,0.8052672215593539,75.59918408975012,0.02783174191912015,0.02767281061304467,56.41316685584563,0.02767281061304467
47,0.7053888229335227,78.72259051504335,0.02751659085534937,0.027693710955125943,60.1589103291714,0.027693710955125943
48,0.6671910583972931,79.99745028046915,0.027574925569862855,0.028108515510601655,57.888762769580026,0.028108515510601655
49,0.6716119736675324,80.12493625701173,0.02761022013619663,0.027092121674546173,60.1589103291714,0.027092121674546173
50,0.638033013033673,81.13207547169812,0.027563321654026102,0.028420773334801197,61.407491486946654,0.028420773334801197
51,0.6287164632382432,81.85874553799083,0.02771124828273688,0.027473155143005506,59.70488081725312,0.027473155143005506
52,0.5813674526970561,82.87863335033147,0.027569554670433687,0.027733943558165004,56.41316685584563,0.027733943558165004
53,0.5935140006183609,82.7766445690974,0.027576229996918663,0.02788523451558181,58.3427922814983,0.02788523451558181
54,0.605413995380324,81.73125956144824,0.02760730386991811,0.028262617864779065,57.66174801362089,0.028262617864779065
55,0.5861151211145448,82.59816420193779,0.027634682936397027,0.02801006393773215,57.66174801362089,0.02801006393773215
56,0.5674703976487726,83.43957164711881,0.02759484366733369,0.028586661842252527,60.38592508513053,0.028586661842252527
57,0.51101118023318,84.96940336562979,0.027554749321889102,0.027369771817965165,58.79682179341657,0.027369771817965165
58,0.49453430180627156,85.47934727180011,0.027400446949693246,0.0273414726502129,59.81838819523269,0.0273414726502129
59,0.5057718530903018,85.53034166241713,0.027559191776000386,0.027533744860972677,60.1589103291714,0.027533744860972677
60,0.5055463711420695,85.2371239163692,0.02741095010282063,0.02741650931004967,60.61293984108967,0.02741650931004967
61,0.49718541839743047,85.49209586945436,0.02743055494275035,0.027502267887549742,58.79682179341657,0.027502267887549742
62,0.49934215989054703,85.87455379908211,0.02743858629004742,0.027262409084609578,58.79682179341657,0.027262409084609578
63,0.4443299267592469,86.97093319734829,0.02729235857543422,0.027236025115208968,60.272417707150964,0.027236025115208968
64,0.4441040131619306,87.23865374808771,0.02725872106668426,0.027067833047892367,59.70488081725312,0.027067833047892367
65,0.43795506450218885,86.97093319734829,0.027379399968114327,0.02705121213304145,61.52099886492622,0.02705121213304145
66,0.43400904512017724,87.55736868944416,0.027391881765267714,0.02777582180819341,60.1589103291714,0.02777582180819341
67,0.40771754703870633,88.52626211116777,0.027332820967445527,0.027272152581385205,60.045402951191825,0.027272152581385205
68,0.4231462958382397,87.76134625191229,0.027230724646914298,0.02720966256622757,60.953461975028375,0.02720966256622757
69,0.4191131158088281,87.91432942376339,0.02731986175768259,0.02766723571611302,61.06696935300795,0.02766723571611302
70,0.416966215866368,88.32228454869964,0.027413169724669884,0.027277326876563684,60.499432463110104,0.027277326876563684
71,0.40765960593291417,88.36053034166241,0.02725678438517621,0.027499436400830746,60.61293984108967,0.027499436400830746
72,0.3902246947210979,88.70474247832739,0.02714466026461706,0.027028288825282028,60.1589103291714,0.027028288825282028
73,0.3857870395106029,88.87047424783273,0.027163893272115932,0.027261184794562205,60.38592508513053,0.027261184794562205
74,0.3860374027635993,89.20193778684344,0.02728746851103577,0.02724052100841488,61.52099886492622,0.02724052100841488
75,0.39339648805013516,88.71749107598164,0.027266567663812056,0.027448714976864203,60.38592508513053,0.027448714976864203
76,0.37758296752363685,89.35492095869455,0.027340202100150954,0.027180700030710016,61.06696935300795,0.027180700030710016
77,0.3816015875436426,88.93421723610403,0.027305485922994654,0.027159559274358407,60.38592508513053,0.027159559274358407
78,0.38127242101401815,88.92146863844977,0.02724175753329343,0.027227834266211306,61.06696935300795,0.027227834266211306
79,0.38437950829180273,89.25293217746048,0.027157704065727994,0.027157151805503026,60.953461975028375,0.027157151805503026
80,0.3889300229588175,89.20193778684344,0.027231140804242313,0.02714184871209519,60.953461975028375,0.02714184871209519
81,0.3705657862308549,89.55889852116267,0.027134698792928603,0.027334755020482198,59.70488081725312,0.027334755020482198
82,0.3715368762491195,89.41866394696584,0.02715130766656825,0.027056224111999785,60.272417707150964,0.027056224111999785
83,0.3839679646298168,89.25293217746048,0.027223974102880896,0.0270578870549798,60.1589103291714,0.0270578870549798
84,0.3765805049882672,89.50790413054564,0.027177084615923525,0.027137043486748422,60.61293984108967,0.027137043486748422
85,0.3689569418992453,89.53340132585416,0.027229728631493522,0.027255492684032236,60.38592508513053,0.027255492684032236
86,0.3612523126166041,89.82661907190209,0.027146075920360845,0.027054583121623312,61.06696935300795,0.027054583121623312
87,0.3756530453276828,89.278429372769,0.027095251163937212,0.027087099451039518,60.499432463110104,0.027087099451039518
88,0.37710414257476,89.35492095869455,0.027194685840267477,0.027118410915136337,60.045402951191825,0.027118410915136337
89,0.360317711786526,89.53340132585416,0.02713767496672103,0.027135404625109265,60.953461975028375,0.027135404625109265
90,0.36086488763491315,90.01784803671596,0.027243512463036593,0.027163947001099586,60.83995459704881,0.027163947001099586
91,0.3700289823175446,89.81387047424784,0.02717024549781307,0.027142273395189216,60.61293984108967,0.027142273395189216
92,0.37116895943153194,89.64813870474248,0.027157558991414744,0.02711888203131301,60.499432463110104,0.02711888203131301
93,0.3650421892724386,89.96685364609893,0.027186083736095,0.0270973038194435,60.499432463110104,0.0270973038194435
94,0.36683245954232485,89.54614992350841,0.027171618085566576,0.027192652225494385,60.72644721906924,0.027192652225494385
95,0.3597491280577047,89.55889852116267,0.02721193067850621,0.02715706199939762,60.499432463110104,0.02715706199939762
96,0.3689652901839435,89.58439571647119,0.027238537989011626,0.02711275632360152,59.93189557321226,0.02711275632360152
97,0.3637565419199021,89.94135645079041,0.027191216913544064,0.02711438507373844,60.38592508513053,0.02711438507373844
98,0.3593735150932296,89.77562468128505,0.027188726632696825,0.02709619009069034,60.38592508513053,0.02709619009069034
99,0.36620341483655017,89.673635900051,0.027116993911624924,0.027119052596390247,61.06696935300795,0.027119052596390247
100,0.35895005098687927,89.77562468128505,0.027178020542108914,0.027109524102083275,60.272417707150964,0.027109524102083275
